source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	louvain_group
GO:CC	GO:0005844	polysome	0.0005945184115954955	True	"""A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro."" [ISBN:0198506732, NIF_Subcellular:sao1038025871]"	73	30	4	22090	0.13333333333333333	0.0547945205479452	query_1	['GO:1990904']	5
GO:CC	GO:0070013	intracellular organelle lumen	0.0016475061956654775	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	6656	26	19	22090	0.7307692307692307	0.0028545673076923075	query_1	['GO:0043229', 'GO:0043233']	5
GO:CC	GO:0031974	membrane-enclosed lumen	0.0016475061956654775	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	6656	26	19	22090	0.7307692307692307	0.0028545673076923075	query_1	['GO:0110165']	5
GO:CC	GO:0043233	organelle lumen	0.0016475061956654775	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	6656	26	19	22090	0.7307692307692307	0.0028545673076923075	query_1	['GO:0031974', 'GO:0043226']	5
GO:CC	GO:0030054	cell junction	0.003238705210623551	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2214	30	12	22090	0.4	0.005420054200542005	query_1	['GO:0110165']	5
GO:BP	GO:0042274	ribosomal small subunit biogenesis	0.005459993799391066	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]"	103	21	4	21010	0.19047619047619047	0.038834951456310676	query_1	['GO:0022613', 'GO:0042254']	5
GO:BP	GO:0042273	ribosomal large subunit biogenesis	0.005482153469522102	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]"	71	30	4	21010	0.13333333333333333	0.056338028169014086	query_1	['GO:0022613', 'GO:0042254']	5
GO:MF	GO:0005504	fatty acid binding	0.0060950029822240005	True	"""Binding to a fatty acid, an aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198506732]"	47	3	2	20139	0.6666666666666666	0.0425531914893617	query_1	['GO:0008289', 'GO:0033293']	5
GO:CC	GO:0031981	nuclear lumen	0.007858924153180716	True	"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]"	5520	12	10	22090	0.8333333333333334	0.0018115942028985507	query_1	['GO:0005634', 'GO:0070013']	5
GO:CC	GO:0005654	nucleoplasm	0.008908026647270395	True	"""That part of the nuclear content other than the chromosomes or the nucleolus."" [GOC:ma, ISBN:0124325653]"	4221	12	9	22090	0.75	0.0021321961620469083	query_1	['GO:0031981', 'GO:0110165']	5
GO:MF	GO:1990948	ubiquitin ligase inhibitor activity	0.014167186943983206	True	"""Binds to and stops, prevents or reduces the activity of a ubiquitin ligase."" [GOC:dph, GOC:vw, PMID:21389117]"	9	21	2	20139	0.09523809523809523	0.2222222222222222	query_1	['GO:0055105']	5
GO:BP	GO:1901564	organonitrogen compound metabolic process	0.015051033432054814	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	6362	30	21	21010	0.7	0.003300848789688777	query_1	['GO:0006807', 'GO:0071704']	5
GO:MF	GO:0033293	monocarboxylic acid binding	0.016914413691125344	True	"""Binding to a monocarboxylic acid, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:mah]"	78	3	2	20139	0.6666666666666666	0.02564102564102564	query_1	['GO:0031406']	5
GO:MF	GO:0055105	ubiquitin-protein transferase inhibitor activity	0.017697847531528744	True	"""Binds to and stops, prevents or reduces the activity of a ubiquitin-protein transferase."" [GOC:BHF, GOC:rl]"	10	21	2	20139	0.09523809523809523	0.2	query_1	['GO:0004857', 'GO:0055106']	5
GO:MF	GO:1901707	leptomycin B binding	0.01895225131903639	True	"""Binding to leptomycin B."" [GOC:TermGenie]"	1	1	1	20139	1.0	1.0	query_1	['GO:0005504', 'GO:0097159', 'GO:1901363']	5
GO:MF	GO:0003723	RNA binding	0.020424396244360987	True	"""Binding to an RNA molecule or a portion thereof."" [GOC:jl, GOC:mah]"	3113	30	14	20139	0.4666666666666667	0.004497269514937359	query_1	['GO:0003676']	5
GO:BP	GO:0006364	rRNA processing	0.021712363499085355	True	"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]"	222	29	5	21010	0.1724137931034483	0.02252252252252252	query_1	['GO:0016072', 'GO:0034470', 'GO:0042254']	5
GO:CC	GO:0005925	focal adhesion	0.024485990903970106	True	"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]"	421	26	5	22090	0.19230769230769232	0.011876484560570071	query_1	['GO:0030055']	5
GO:CC	GO:0030055	cell-substrate junction	0.02733192323557042	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	431	26	5	22090	0.19230769230769232	0.01160092807424594	query_1	['GO:0070161']	5
GO:MF	GO:0140416	transcription regulator inhibitor activity	0.03606689401439783	True	"""A molecular function regulator that inhibits the activity of a transcription regulator via direct binding and/or post-translational modification."" [PMID:10652346]"	27	11	2	20139	0.18181818181818182	0.07407407407407407	query_1	['GO:0140678']	5
GO:BP	GO:0016072	rRNA metabolic process	0.047306638038737886	True	"""The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes."" [ISBN:0198506732]"	261	29	5	21010	0.1724137931034483	0.019157088122605363	query_1	['GO:0034660']	5
